#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 1 Hour Interplantary OMNI data
#     DATA_TYPE                       H0>Definitive Hourly
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            Hourly averaged definitive multispacecraft interplanetary parameters data
#                                     OMNI Data Documentation: https://omniweb.gsfc.nasa.gov/html/ow_data.html
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow.h
#                                     COHOWeb-formatted OMNI_M merged magnetic field and plasma data http://cohoweb.gsfc.nasa.gov/           
#                                     Recent OMNI 1-HR Updates News: https://omniweb.gsfc.nasa.gov/html/ow_news.html
#     MODS                            created August 2003;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni2_h0_mrg1hr_00000000_v01
#     PI_NAME                         J.H. King, N. Papitashvili
#     PI_AFFILIATION                  ADNET, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Particles (space)
#                                     Electric Fields (space)
#                                     Activity Indices
#     GENERATED_BY                    King/Papitashvili
#     TIME_RESOLUTION                 1 hour
#     LOGICAL_SOURCE                  omni2_h0_mrg1hr
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, Hourly IMF and Plasma Data, and Energetic Proton                            
#     LOGICAL_SOURCE_DESCRIPTION       Fluxes, Time-Shifted to the Nose of the Earth's Bow Shock, plus Solar and Magnetic                    
#                                      Indices                                                                                               
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     COHOWeb-formatted OMNI_M merged magnetic field and plasma data
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/ow_data.html
#                                     https://omniweb.gsfc.nasa.gov/ow.html
#                                     http://cohoweb.gsfc.nasa.gov/
#                                     https://omniweb.gsfc.nasa.gov/html/ow_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-Particles_mrg1hr_1hour_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT1H
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time_at_center_of_hour
#  2. Dst - 1-hour Dst index (1963/001-2014/366), Provisional Dst (2015/001-2016/366), Quick-look Dst (2017/001-2018/151), from WDC Kyoto
#
TIME_AT_CENTER_OF_HOUR  1-H_DST
01-07-2007 01:30:00.000       3
01-07-2007 02:30:00.000       5
01-07-2007 03:30:00.000       4
01-07-2007 04:30:00.000       2
01-07-2007 05:30:00.000       1
01-07-2007 06:30:00.000      -3
01-07-2007 07:30:00.000      -8
01-07-2007 08:30:00.000      -9
01-07-2007 09:30:00.000      -8
01-07-2007 10:30:00.000      -3
01-07-2007 11:30:00.000      -2
01-07-2007 12:30:00.000      -5
01-07-2007 13:30:00.000      -7
01-07-2007 14:30:00.000      -8
01-07-2007 15:30:00.000      -5
01-07-2007 16:30:00.000      -6
01-07-2007 17:30:00.000      -3
01-07-2007 18:30:00.000       0
01-07-2007 19:30:00.000       1
01-07-2007 20:30:00.000       1
01-07-2007 21:30:00.000       1
01-07-2007 22:30:00.000       0
01-07-2007 23:30:00.000      -5
02-07-2007 00:30:00.000      -4
02-07-2007 01:30:00.000      -2
02-07-2007 02:30:00.000      -1
02-07-2007 03:30:00.000      -1
02-07-2007 04:30:00.000      -4
02-07-2007 05:30:00.000      -5
02-07-2007 06:30:00.000      -5
02-07-2007 07:30:00.000      -6
02-07-2007 08:30:00.000      -4
02-07-2007 09:30:00.000      -2
02-07-2007 10:30:00.000       1
02-07-2007 11:30:00.000       2
02-07-2007 12:30:00.000       2
02-07-2007 13:30:00.000       1
02-07-2007 14:30:00.000       0
02-07-2007 15:30:00.000      -2
02-07-2007 16:30:00.000       0
02-07-2007 17:30:00.000       2
02-07-2007 18:30:00.000       4
02-07-2007 19:30:00.000       4
02-07-2007 20:30:00.000       3
02-07-2007 21:30:00.000       3
02-07-2007 22:30:00.000       2
02-07-2007 23:30:00.000       1
03-07-2007 00:30:00.000       0
03-07-2007 01:30:00.000       4
03-07-2007 02:30:00.000      10
03-07-2007 03:30:00.000      10
03-07-2007 04:30:00.000       4
03-07-2007 05:30:00.000       2
03-07-2007 06:30:00.000       0
03-07-2007 07:30:00.000       2
03-07-2007 08:30:00.000       4
03-07-2007 09:30:00.000      10
03-07-2007 10:30:00.000      17
03-07-2007 11:30:00.000      15
03-07-2007 12:30:00.000      14
03-07-2007 13:30:00.000      13
03-07-2007 14:30:00.000      10
03-07-2007 15:30:00.000       0
03-07-2007 16:30:00.000      -8
03-07-2007 17:30:00.000     -10
03-07-2007 18:30:00.000      -5
03-07-2007 19:30:00.000       1
03-07-2007 20:30:00.000       4
03-07-2007 21:30:00.000       5
03-07-2007 22:30:00.000      -7
03-07-2007 23:30:00.000     -12
04-07-2007 00:30:00.000      -5
04-07-2007 01:30:00.000      -2
04-07-2007 02:30:00.000      -1
04-07-2007 03:30:00.000      -2
04-07-2007 04:30:00.000      -5
04-07-2007 05:30:00.000     -10
04-07-2007 06:30:00.000     -15
04-07-2007 07:30:00.000     -14
04-07-2007 08:30:00.000      -7
04-07-2007 09:30:00.000     -11
04-07-2007 10:30:00.000      -5
04-07-2007 11:30:00.000      -4
04-07-2007 12:30:00.000      -3
04-07-2007 13:30:00.000      -1
04-07-2007 14:30:00.000      -4
04-07-2007 15:30:00.000      -5
04-07-2007 16:30:00.000     -13
04-07-2007 17:30:00.000     -12
04-07-2007 18:30:00.000      -3
04-07-2007 19:30:00.000      -3
04-07-2007 20:30:00.000      -6
04-07-2007 21:30:00.000      -6
04-07-2007 22:30:00.000     -10
04-07-2007 23:30:00.000      -7
05-07-2007 00:30:00.000      -3
05-07-2007 01:30:00.000      -3
05-07-2007 02:30:00.000      -2
05-07-2007 03:30:00.000      -4
05-07-2007 04:30:00.000     -11
05-07-2007 05:30:00.000     -14
05-07-2007 06:30:00.000      -9
05-07-2007 07:30:00.000      -7
05-07-2007 08:30:00.000      -7
05-07-2007 09:30:00.000      -8
05-07-2007 10:30:00.000      -7
05-07-2007 11:30:00.000      -6
05-07-2007 12:30:00.000      -5
05-07-2007 13:30:00.000      -8
05-07-2007 14:30:00.000     -11
05-07-2007 15:30:00.000     -11
05-07-2007 16:30:00.000     -10
05-07-2007 17:30:00.000      -8
05-07-2007 18:30:00.000      -7
05-07-2007 19:30:00.000      -9
05-07-2007 20:30:00.000      -8
05-07-2007 21:30:00.000      -8
05-07-2007 22:30:00.000      -6
05-07-2007 23:30:00.000      -4
06-07-2007 00:30:00.000      -4
06-07-2007 01:30:00.000      -3
06-07-2007 02:30:00.000       2
06-07-2007 03:30:00.000       1
06-07-2007 04:30:00.000      -2
06-07-2007 05:30:00.000      -4
06-07-2007 06:30:00.000      -4
06-07-2007 07:30:00.000      -3
06-07-2007 08:30:00.000      -3
06-07-2007 09:30:00.000       1
06-07-2007 10:30:00.000       2
06-07-2007 11:30:00.000      -3
06-07-2007 12:30:00.000      -7
06-07-2007 13:30:00.000     -10
06-07-2007 14:30:00.000     -10
06-07-2007 15:30:00.000      -8
06-07-2007 16:30:00.000     -10
06-07-2007 17:30:00.000      -9
06-07-2007 18:30:00.000      -6
06-07-2007 19:30:00.000      -6
06-07-2007 20:30:00.000      -5
06-07-2007 21:30:00.000      -3
06-07-2007 22:30:00.000      -3
06-07-2007 23:30:00.000      -3
07-07-2007 00:30:00.000      -3
07-07-2007 01:30:00.000      -3
07-07-2007 02:30:00.000      -5
07-07-2007 03:30:00.000      -7
07-07-2007 04:30:00.000     -11
07-07-2007 05:30:00.000      -7
07-07-2007 06:30:00.000      -2
07-07-2007 07:30:00.000      -2
07-07-2007 08:30:00.000      -5
07-07-2007 09:30:00.000      -5
07-07-2007 10:30:00.000      -2
07-07-2007 11:30:00.000      -2
07-07-2007 12:30:00.000      -3
07-07-2007 13:30:00.000      -3
07-07-2007 14:30:00.000      -5
07-07-2007 15:30:00.000     -10
07-07-2007 16:30:00.000     -13
07-07-2007 17:30:00.000     -11
07-07-2007 18:30:00.000      -8
07-07-2007 19:30:00.000      -6
07-07-2007 20:30:00.000      -7
07-07-2007 21:30:00.000      -8
07-07-2007 22:30:00.000      -9
07-07-2007 23:30:00.000     -12
08-07-2007 00:30:00.000     -16
08-07-2007 01:30:00.000     -13
08-07-2007 02:30:00.000     -12
08-07-2007 03:30:00.000      -9
08-07-2007 04:30:00.000      -8
08-07-2007 05:30:00.000     -11
08-07-2007 06:30:00.000     -10
08-07-2007 07:30:00.000      -9
08-07-2007 08:30:00.000      -8
08-07-2007 09:30:00.000      -7
08-07-2007 10:30:00.000      -7
08-07-2007 11:30:00.000      -6
08-07-2007 12:30:00.000      -5
08-07-2007 13:30:00.000      -7
08-07-2007 14:30:00.000      -7
08-07-2007 15:30:00.000      -7
08-07-2007 16:30:00.000      -8
08-07-2007 17:30:00.000      -9
08-07-2007 18:30:00.000     -10
08-07-2007 19:30:00.000     -10
08-07-2007 20:30:00.000      -8
08-07-2007 21:30:00.000      -7
08-07-2007 22:30:00.000      -9
08-07-2007 23:30:00.000      -9
09-07-2007 00:30:00.000      -9
09-07-2007 01:30:00.000      -8
09-07-2007 02:30:00.000      -5
09-07-2007 03:30:00.000      -3
09-07-2007 04:30:00.000      -2
09-07-2007 05:30:00.000      -2
09-07-2007 06:30:00.000      -3
09-07-2007 07:30:00.000      -4
09-07-2007 08:30:00.000      -4
09-07-2007 09:30:00.000      -1
09-07-2007 10:30:00.000       1
09-07-2007 11:30:00.000       0
09-07-2007 12:30:00.000       0
09-07-2007 13:30:00.000      -3
09-07-2007 14:30:00.000      -5
09-07-2007 15:30:00.000      -5
09-07-2007 16:30:00.000      -4
09-07-2007 17:30:00.000      -4
09-07-2007 18:30:00.000      -2
09-07-2007 19:30:00.000       4
09-07-2007 20:30:00.000       6
09-07-2007 21:30:00.000       4
09-07-2007 22:30:00.000       1
09-07-2007 23:30:00.000       1
10-07-2007 00:30:00.000       1
10-07-2007 01:30:00.000       4
10-07-2007 02:30:00.000       6
10-07-2007 03:30:00.000       4
10-07-2007 04:30:00.000       3
10-07-2007 05:30:00.000       1
10-07-2007 06:30:00.000       1
10-07-2007 07:30:00.000       3
10-07-2007 08:30:00.000       5
10-07-2007 09:30:00.000       8
10-07-2007 10:30:00.000       9
10-07-2007 11:30:00.000       6
10-07-2007 12:30:00.000       5
10-07-2007 13:30:00.000       4
10-07-2007 14:30:00.000       2
10-07-2007 15:30:00.000       3
10-07-2007 16:30:00.000       5
10-07-2007 17:30:00.000      13
10-07-2007 18:30:00.000      24
10-07-2007 19:30:00.000      28
10-07-2007 20:30:00.000      26
10-07-2007 21:30:00.000      22
10-07-2007 22:30:00.000      26
10-07-2007 23:30:00.000      20
11-07-2007 00:30:00.000       5
11-07-2007 01:30:00.000     -15
11-07-2007 02:30:00.000     -25
11-07-2007 03:30:00.000     -25
11-07-2007 04:30:00.000     -17
11-07-2007 05:30:00.000     -27
11-07-2007 06:30:00.000     -29
11-07-2007 07:30:00.000     -23
11-07-2007 08:30:00.000     -21
11-07-2007 09:30:00.000     -27
11-07-2007 10:30:00.000     -30
11-07-2007 11:30:00.000     -28
11-07-2007 12:30:00.000     -30
11-07-2007 13:30:00.000     -29
11-07-2007 14:30:00.000     -28
11-07-2007 15:30:00.000     -33
11-07-2007 16:30:00.000     -31
11-07-2007 17:30:00.000     -25
11-07-2007 18:30:00.000     -22
11-07-2007 19:30:00.000     -20
11-07-2007 20:30:00.000     -18
11-07-2007 21:30:00.000     -19
11-07-2007 22:30:00.000     -20
11-07-2007 23:30:00.000     -19
12-07-2007 00:30:00.000     -19
12-07-2007 01:30:00.000     -18
12-07-2007 02:30:00.000     -15
12-07-2007 03:30:00.000     -18
12-07-2007 04:30:00.000     -21
12-07-2007 05:30:00.000     -22
12-07-2007 06:30:00.000     -24
12-07-2007 07:30:00.000     -21
12-07-2007 08:30:00.000     -19
12-07-2007 09:30:00.000     -16
12-07-2007 10:30:00.000     -16
12-07-2007 11:30:00.000     -17
12-07-2007 12:30:00.000     -18
12-07-2007 13:30:00.000     -18
12-07-2007 14:30:00.000     -17
12-07-2007 15:30:00.000     -16
12-07-2007 16:30:00.000     -14
12-07-2007 17:30:00.000     -15
12-07-2007 18:30:00.000     -18
12-07-2007 19:30:00.000     -20
12-07-2007 20:30:00.000     -20
12-07-2007 21:30:00.000     -20
12-07-2007 22:30:00.000     -20
12-07-2007 23:30:00.000     -18
13-07-2007 00:30:00.000     -18
13-07-2007 01:30:00.000     -17
13-07-2007 02:30:00.000     -17
13-07-2007 03:30:00.000     -19
13-07-2007 04:30:00.000     -21
13-07-2007 05:30:00.000     -22
13-07-2007 06:30:00.000     -21
13-07-2007 07:30:00.000     -19
13-07-2007 08:30:00.000     -18
13-07-2007 09:30:00.000     -16
13-07-2007 10:30:00.000     -15
13-07-2007 11:30:00.000     -15
13-07-2007 12:30:00.000     -12
13-07-2007 13:30:00.000     -12
13-07-2007 14:30:00.000     -10
13-07-2007 15:30:00.000      -9
13-07-2007 16:30:00.000      -8
13-07-2007 17:30:00.000      -5
13-07-2007 18:30:00.000      -3
13-07-2007 19:30:00.000       1
13-07-2007 20:30:00.000       7
13-07-2007 21:30:00.000      10
13-07-2007 22:30:00.000      10
13-07-2007 23:30:00.000       6
14-07-2007 00:30:00.000      -1
14-07-2007 01:30:00.000      -1
14-07-2007 02:30:00.000      -7
14-07-2007 03:30:00.000      -8
14-07-2007 04:30:00.000      -8
14-07-2007 05:30:00.000      -7
14-07-2007 06:30:00.000      -1
14-07-2007 07:30:00.000       2
14-07-2007 08:30:00.000       2
14-07-2007 09:30:00.000      -2
14-07-2007 10:30:00.000     -11
14-07-2007 11:30:00.000     -19
14-07-2007 12:30:00.000     -26
14-07-2007 13:30:00.000     -33
14-07-2007 14:30:00.000     -38
14-07-2007 15:30:00.000     -39
14-07-2007 16:30:00.000     -33
14-07-2007 17:30:00.000     -29
14-07-2007 18:30:00.000     -27
14-07-2007 19:30:00.000     -33
14-07-2007 20:30:00.000     -33
14-07-2007 21:30:00.000     -25
14-07-2007 22:30:00.000     -24
14-07-2007 23:30:00.000     -25
15-07-2007 00:30:00.000     -36
15-07-2007 01:30:00.000     -37
15-07-2007 02:30:00.000     -45
15-07-2007 03:30:00.000     -39
15-07-2007 04:30:00.000     -38
15-07-2007 05:30:00.000     -42
15-07-2007 06:30:00.000     -39
15-07-2007 07:30:00.000     -39
15-07-2007 08:30:00.000     -36
15-07-2007 09:30:00.000     -33
15-07-2007 10:30:00.000     -32
15-07-2007 11:30:00.000     -27
15-07-2007 12:30:00.000     -25
15-07-2007 13:30:00.000     -26
15-07-2007 14:30:00.000     -27
15-07-2007 15:30:00.000     -30
15-07-2007 16:30:00.000     -30
15-07-2007 17:30:00.000     -27
15-07-2007 18:30:00.000     -25
15-07-2007 19:30:00.000     -23
15-07-2007 20:30:00.000     -22
15-07-2007 21:30:00.000     -21
15-07-2007 22:30:00.000     -21
15-07-2007 23:30:00.000     -22
16-07-2007 00:30:00.000     -21
16-07-2007 01:30:00.000     -21
16-07-2007 02:30:00.000     -20
16-07-2007 03:30:00.000     -16
16-07-2007 04:30:00.000     -15
16-07-2007 05:30:00.000     -17
16-07-2007 06:30:00.000     -20
16-07-2007 07:30:00.000     -19
16-07-2007 08:30:00.000     -20
16-07-2007 09:30:00.000     -19
16-07-2007 10:30:00.000     -16
16-07-2007 11:30:00.000     -16
16-07-2007 12:30:00.000     -16
16-07-2007 13:30:00.000     -16
16-07-2007 14:30:00.000     -16
16-07-2007 15:30:00.000     -17
16-07-2007 16:30:00.000     -17
16-07-2007 17:30:00.000     -13
16-07-2007 18:30:00.000     -12
16-07-2007 19:30:00.000     -11
16-07-2007 20:30:00.000      -9
16-07-2007 21:30:00.000      -9
16-07-2007 22:30:00.000     -11
16-07-2007 23:30:00.000     -14
17-07-2007 00:30:00.000     -17
17-07-2007 01:30:00.000     -15
17-07-2007 02:30:00.000     -12
17-07-2007 03:30:00.000     -13
17-07-2007 04:30:00.000     -16
17-07-2007 05:30:00.000     -17
17-07-2007 06:30:00.000     -16
17-07-2007 07:30:00.000     -15
17-07-2007 08:30:00.000     -14
17-07-2007 09:30:00.000     -12
17-07-2007 10:30:00.000     -10
17-07-2007 11:30:00.000      -8
17-07-2007 12:30:00.000      -7
17-07-2007 13:30:00.000      -8
17-07-2007 14:30:00.000     -12
17-07-2007 15:30:00.000     -13
17-07-2007 16:30:00.000     -12
17-07-2007 17:30:00.000      -9
17-07-2007 18:30:00.000      -5
17-07-2007 19:30:00.000      -4
17-07-2007 20:30:00.000      -2
17-07-2007 21:30:00.000      -2
17-07-2007 22:30:00.000      -4
17-07-2007 23:30:00.000      -7
18-07-2007 00:30:00.000      -7
18-07-2007 01:30:00.000      -5
18-07-2007 02:30:00.000      -6
18-07-2007 03:30:00.000      -6
18-07-2007 04:30:00.000      -7
18-07-2007 05:30:00.000      -9
18-07-2007 06:30:00.000      -9
18-07-2007 07:30:00.000      -7
18-07-2007 08:30:00.000      -5
18-07-2007 09:30:00.000      -4
18-07-2007 10:30:00.000      -2
18-07-2007 11:30:00.000       2
18-07-2007 12:30:00.000       6
18-07-2007 13:30:00.000       6
18-07-2007 14:30:00.000       6
18-07-2007 15:30:00.000       6
18-07-2007 16:30:00.000       5
18-07-2007 17:30:00.000       6
18-07-2007 18:30:00.000       5
18-07-2007 19:30:00.000       2
18-07-2007 20:30:00.000       2
18-07-2007 21:30:00.000       2
18-07-2007 22:30:00.000       2
18-07-2007 23:30:00.000       3
19-07-2007 00:30:00.000       1
19-07-2007 01:30:00.000       1
19-07-2007 02:30:00.000       1
19-07-2007 03:30:00.000       0
19-07-2007 04:30:00.000       1
19-07-2007 05:30:00.000       2
19-07-2007 06:30:00.000       2
19-07-2007 07:30:00.000       2
19-07-2007 08:30:00.000       3
19-07-2007 09:30:00.000       3
19-07-2007 10:30:00.000       2
19-07-2007 11:30:00.000       0
19-07-2007 12:30:00.000       1
19-07-2007 13:30:00.000       2
19-07-2007 14:30:00.000       2
19-07-2007 15:30:00.000       1
19-07-2007 16:30:00.000       0
19-07-2007 17:30:00.000       1
19-07-2007 18:30:00.000       3
19-07-2007 19:30:00.000       4
19-07-2007 20:30:00.000       6
19-07-2007 21:30:00.000       7
19-07-2007 22:30:00.000      10
19-07-2007 23:30:00.000      12
20-07-2007 00:30:00.000      12
20-07-2007 01:30:00.000      11
20-07-2007 02:30:00.000       9
20-07-2007 03:30:00.000       6
20-07-2007 04:30:00.000       6
20-07-2007 05:30:00.000       4
20-07-2007 06:30:00.000      13
20-07-2007 07:30:00.000      16
20-07-2007 08:30:00.000       7
20-07-2007 09:30:00.000     -11
20-07-2007 10:30:00.000     -22
20-07-2007 11:30:00.000     -20
20-07-2007 12:30:00.000     -19
20-07-2007 13:30:00.000     -25
20-07-2007 14:30:00.000     -19
20-07-2007 15:30:00.000     -25
20-07-2007 16:30:00.000     -24
20-07-2007 17:30:00.000     -23
20-07-2007 18:30:00.000     -22
20-07-2007 19:30:00.000     -22
20-07-2007 20:30:00.000     -23
20-07-2007 21:30:00.000     -23
20-07-2007 22:30:00.000     -27
20-07-2007 23:30:00.000     -24
21-07-2007 00:30:00.000     -20
21-07-2007 01:30:00.000     -14
21-07-2007 02:30:00.000     -14
21-07-2007 03:30:00.000     -22
21-07-2007 04:30:00.000     -28
21-07-2007 05:30:00.000     -30
21-07-2007 06:30:00.000     -23
21-07-2007 07:30:00.000     -24
21-07-2007 08:30:00.000     -26
21-07-2007 09:30:00.000     -24
21-07-2007 10:30:00.000     -22
21-07-2007 11:30:00.000     -17
21-07-2007 12:30:00.000     -20
21-07-2007 13:30:00.000     -16
21-07-2007 14:30:00.000     -13
21-07-2007 15:30:00.000     -14
21-07-2007 16:30:00.000     -15
21-07-2007 17:30:00.000     -15
21-07-2007 18:30:00.000     -15
21-07-2007 19:30:00.000     -20
21-07-2007 20:30:00.000     -25
21-07-2007 21:30:00.000     -21
21-07-2007 22:30:00.000     -15
21-07-2007 23:30:00.000     -10
22-07-2007 00:30:00.000     -10
22-07-2007 01:30:00.000     -11
22-07-2007 02:30:00.000      -9
22-07-2007 03:30:00.000     -13
22-07-2007 04:30:00.000     -15
22-07-2007 05:30:00.000     -19
22-07-2007 06:30:00.000     -19
22-07-2007 07:30:00.000     -19
22-07-2007 08:30:00.000     -16
22-07-2007 09:30:00.000     -13
22-07-2007 10:30:00.000     -11
22-07-2007 11:30:00.000     -12
22-07-2007 12:30:00.000     -12
22-07-2007 13:30:00.000     -15
22-07-2007 14:30:00.000     -16
22-07-2007 15:30:00.000     -15
22-07-2007 16:30:00.000     -12
22-07-2007 17:30:00.000      -9
22-07-2007 18:30:00.000      -6
22-07-2007 19:30:00.000      -7
22-07-2007 20:30:00.000      -9
22-07-2007 21:30:00.000     -10
22-07-2007 22:30:00.000      -9
22-07-2007 23:30:00.000     -10
23-07-2007 00:30:00.000     -10
23-07-2007 01:30:00.000      -9
23-07-2007 02:30:00.000      -8
23-07-2007 03:30:00.000      -8
23-07-2007 04:30:00.000      -8
23-07-2007 05:30:00.000      -7
23-07-2007 06:30:00.000      -5
23-07-2007 07:30:00.000      -4
23-07-2007 08:30:00.000      -5
23-07-2007 09:30:00.000      -6
23-07-2007 10:30:00.000      -5
23-07-2007 11:30:00.000      -6
23-07-2007 12:30:00.000      -8
23-07-2007 13:30:00.000      -7
23-07-2007 14:30:00.000      -6
23-07-2007 15:30:00.000      -5
23-07-2007 16:30:00.000      -5
23-07-2007 17:30:00.000      -5
23-07-2007 18:30:00.000      -8
23-07-2007 19:30:00.000      -7
23-07-2007 20:30:00.000      -7
23-07-2007 21:30:00.000       0
23-07-2007 22:30:00.000       6
23-07-2007 23:30:00.000       4
24-07-2007 00:30:00.000      -1
24-07-2007 01:30:00.000      -3
24-07-2007 02:30:00.000      -5
24-07-2007 03:30:00.000      -3
24-07-2007 04:30:00.000      -5
24-07-2007 05:30:00.000      -3
24-07-2007 06:30:00.000      -3
24-07-2007 07:30:00.000      -2
24-07-2007 08:30:00.000       1
24-07-2007 09:30:00.000       3
24-07-2007 10:30:00.000      -3
24-07-2007 11:30:00.000      -2
24-07-2007 12:30:00.000      -4
24-07-2007 13:30:00.000      -4
24-07-2007 14:30:00.000       3
24-07-2007 15:30:00.000       5
24-07-2007 16:30:00.000       5
24-07-2007 17:30:00.000       3
24-07-2007 18:30:00.000      -1
24-07-2007 19:30:00.000      -4
24-07-2007 20:30:00.000      -4
24-07-2007 21:30:00.000      -5
24-07-2007 22:30:00.000      -3
24-07-2007 23:30:00.000      -1
25-07-2007 00:30:00.000       2
25-07-2007 01:30:00.000       5
25-07-2007 02:30:00.000       4
25-07-2007 03:30:00.000       2
25-07-2007 04:30:00.000       3
25-07-2007 05:30:00.000       3
25-07-2007 06:30:00.000       3
25-07-2007 07:30:00.000       3
25-07-2007 08:30:00.000       4
25-07-2007 09:30:00.000       8
25-07-2007 10:30:00.000       9
25-07-2007 11:30:00.000       8
25-07-2007 12:30:00.000       7
25-07-2007 13:30:00.000       4
25-07-2007 14:30:00.000       2
25-07-2007 15:30:00.000       0
25-07-2007 16:30:00.000      -1
25-07-2007 17:30:00.000       0
25-07-2007 18:30:00.000      -1
25-07-2007 19:30:00.000      -1
25-07-2007 20:30:00.000      -1
25-07-2007 21:30:00.000       0
25-07-2007 22:30:00.000       3
25-07-2007 23:30:00.000       6
26-07-2007 00:30:00.000       9
26-07-2007 01:30:00.000      12
26-07-2007 02:30:00.000      13
26-07-2007 03:30:00.000      12
26-07-2007 04:30:00.000      10
26-07-2007 05:30:00.000      10
26-07-2007 06:30:00.000      10
26-07-2007 07:30:00.000       9
26-07-2007 08:30:00.000       9
26-07-2007 09:30:00.000      12
26-07-2007 10:30:00.000      13
26-07-2007 11:30:00.000      18
26-07-2007 12:30:00.000      27
26-07-2007 13:30:00.000      31
26-07-2007 14:30:00.000      38
26-07-2007 15:30:00.000      41
26-07-2007 16:30:00.000      34
26-07-2007 17:30:00.000      19
26-07-2007 18:30:00.000      17
26-07-2007 19:30:00.000       5
26-07-2007 20:30:00.000       7
26-07-2007 21:30:00.000       3
26-07-2007 22:30:00.000      -1
26-07-2007 23:30:00.000       2
27-07-2007 00:30:00.000       1
27-07-2007 01:30:00.000       3
27-07-2007 02:30:00.000       0
27-07-2007 03:30:00.000      -1
27-07-2007 04:30:00.000      -4
27-07-2007 05:30:00.000     -13
27-07-2007 06:30:00.000     -12
27-07-2007 07:30:00.000     -10
27-07-2007 08:30:00.000      -8
27-07-2007 09:30:00.000      -5
27-07-2007 10:30:00.000      -7
27-07-2007 11:30:00.000     -11
27-07-2007 12:30:00.000     -13
27-07-2007 13:30:00.000     -14
27-07-2007 14:30:00.000     -11
27-07-2007 15:30:00.000      -8
27-07-2007 16:30:00.000      -9
27-07-2007 17:30:00.000      -8
27-07-2007 18:30:00.000      -9
27-07-2007 19:30:00.000     -10
27-07-2007 20:30:00.000     -10
27-07-2007 21:30:00.000     -11
27-07-2007 22:30:00.000     -11
27-07-2007 23:30:00.000     -11
28-07-2007 00:30:00.000      -9
28-07-2007 01:30:00.000      -7
28-07-2007 02:30:00.000      -8
28-07-2007 03:30:00.000      -8
28-07-2007 04:30:00.000      -8
28-07-2007 05:30:00.000     -10
28-07-2007 06:30:00.000      -9
28-07-2007 07:30:00.000     -10
28-07-2007 08:30:00.000      -9
28-07-2007 09:30:00.000      -7
28-07-2007 10:30:00.000      -6
28-07-2007 11:30:00.000      -5
28-07-2007 12:30:00.000      -3
28-07-2007 13:30:00.000      -1
28-07-2007 14:30:00.000       0
28-07-2007 15:30:00.000      -1
28-07-2007 16:30:00.000      -2
28-07-2007 17:30:00.000      -2
28-07-2007 18:30:00.000      -2
28-07-2007 19:30:00.000       1
28-07-2007 20:30:00.000       3
28-07-2007 21:30:00.000       6
28-07-2007 22:30:00.000       4
28-07-2007 23:30:00.000       4
29-07-2007 00:30:00.000       9
29-07-2007 01:30:00.000      11
29-07-2007 02:30:00.000      17
29-07-2007 03:30:00.000      20
29-07-2007 04:30:00.000      10
29-07-2007 05:30:00.000      11
29-07-2007 06:30:00.000       7
29-07-2007 07:30:00.000       5
29-07-2007 08:30:00.000       6
29-07-2007 09:30:00.000      -3
29-07-2007 10:30:00.000      -8
29-07-2007 11:30:00.000      -4
29-07-2007 12:30:00.000       0
29-07-2007 13:30:00.000       2
29-07-2007 14:30:00.000      -1
29-07-2007 15:30:00.000      -2
29-07-2007 16:30:00.000       3
29-07-2007 17:30:00.000       0
29-07-2007 18:30:00.000      -3
29-07-2007 19:30:00.000      -4
29-07-2007 20:30:00.000      -4
29-07-2007 21:30:00.000      -7
29-07-2007 22:30:00.000      -5
29-07-2007 23:30:00.000      -8
30-07-2007 00:30:00.000     -11
30-07-2007 01:30:00.000     -13
